wosarticle__ti	wosarticle__py	docauthinst__AU	wosarticle__doc	wosarticle__di	relevance_netrelevant
Behavior change and energy use: is a 'nudge' enough?	2012	"Rasul, I; <br>Hollywood, D"	"<a href=""/scoping/document/47/808843"">808843</a>"	http://dx.doi.org/10.4155/CMT.12.32	0
Home energy consumption feedback: A user survey	2012	"Bonino, D; <br>Corno, F; <br>De Russis, L"	"<a href=""/scoping/document/47/808848"">808848</a>"	http://dx.doi.org/10.1016/j.enbuild.2011.12.017	0
Modeling building occupant network energy consumption decision-making: The interplay between network structure and conservation	2012	"Chen, JY; <br>Taylor, JE; <br>Wei, HH"	"<a href=""/scoping/document/47/808860"">808860</a>"	http://dx.doi.org/10.1016/j.enbuild.2011.12.026	0
Impact of roof integrated PV orientation on the residential electricity peak demand	2012	"Sadineni, SB; <br>Atallah, F; <br>Boehm, RF"	"<a href=""/scoping/document/47/808871"">808871</a>"	http://dx.doi.org/10.1016/j.apenergy.2011.10.026	0
Reliable Rateless Wireless Broadcasting With Near-Zero Feedback	2012	"Xiao, WY; <br>Agarwal, S; <br>Starobinski, D; <br>Trachtenberg, A"	"<a href=""/scoping/document/47/808872"">808872</a>"	http://dx.doi.org/10.1109/TNET.2012.2189016	0
Price-based demand side management: Assessing the impacts of time-of-use tariffs on residential electricity demand and peak shifting in Northern Italy	2012	Torriti, J	"<a href=""/scoping/document/47/808876"">808876</a>"	http://dx.doi.org/10.1016/j.energy.2012.05.043	1
A laboratory test of the efficacy of energy display interface design	2012	"Chiang, T; <br>Natarajan, S; <br>Walker, I"	"<a href=""/scoping/document/47/808878"">808878</a>"	http://dx.doi.org/10.1016/j.enbuild.2012.07.026	0
Measuring the welfare effects of reducing a subsidy on a commodity using micro-models: An application to Kuwait's residential demand for electricity	2012	"BuShehri, MAM; <br>Wohlgenant, MK"	"<a href=""/scoping/document/47/808889"">808889</a>"	http://dx.doi.org/10.1016/j.eneco.2011.08.001	0
The electricity consumption versus economic growth of the Polish economy	2012	"Gurgul, H; <br>Lach, L"	"<a href=""/scoping/document/47/808893"">808893</a>"	http://dx.doi.org/10.1016/j.eneco.2011.10.017	0
Towards green data centers: A comparison of x86 and ARM architectures power efficiency	2012	"Aroca, RV; <br>Goncalves, LMG"	"<a href=""/scoping/document/47/808895"">808895</a>"	http://dx.doi.org/10.1016/j.jpdc.2012.08.005	0
DEMAND RESPONSE IN EXPERIMENTAL ELECTRICITY MARKETS	2012	"Barreda-Tarrazona, I; <br>Garcia-Gallego, A; <br>Pavan, M; <br>Sabater-Grande, G"	"<a href=""/scoping/document/47/808896"">808896</a>"	http://dx.doi.org/10.3989/ris.2011.10.30	0
Feasibility study on combined use of residential SOFC cogeneration system and plug-in hybrid electric vehicle from energy-saving viewpoint	2012	"Wakui, T; <br>Wada, N; <br>Yokoyama, R"	"<a href=""/scoping/document/47/808899"">808899</a>"	http://dx.doi.org/10.1016/j.enconman.2012.01.021	0
Load commitment in a smart home	2012	"Rastegar, M; <br>Fotuhi-Firuzabad, M; <br>Aminifar, F"	"<a href=""/scoping/document/47/808905"">808905</a>"	http://dx.doi.org/10.1016/j.apenergy.2012.01.056	0
A Single-Switch AC/DC Flyback Converter Using a CCM/DCM Quasi-Active Power Factor Correction Front-End	2012	"Athab, HS; <br>Lu, DDC; <br>Ramar, K"	"<a href=""/scoping/document/47/808912"">808912</a>"	http://dx.doi.org/10.1109/TIE.2011.2158771	0
Residential demand response behavior analysis based on Monte Carlo simulation: The case of Yinchuan in China	2012	"He, YX; <br>Wang, B; <br>Wang, JH; <br>Xiong, W; <br>Xia, T"	"<a href=""/scoping/document/47/808914"">808914</a>"	http://dx.doi.org/10.1016/j.energy.2012.08.046	1
Optimization and advanced control of thermal energy storage systems	2012	"Cole, WJ; <br>Powell, KM; <br>Edgar, TF"	"<a href=""/scoping/document/47/808920"">808920</a>"	http://dx.doi.org/10.1515/revce-2011-0018	0
Memory power optimization of Java-based embedded systems exploiting garbage collection information	2012	"Velasco, JM; <br>Atienza, D; <br>Olcoz, K"	"<a href=""/scoping/document/47/808922"">808922</a>"	http://dx.doi.org/10.1016/j.sysarc.2011.11.002	0
Experimental Evaluation and Predictive Control of an Air-Cored Linear Generator for Direct-Drive Wave Energy Converters	2012	"Vermaak, R; <br>Kamper, MJ"	"<a href=""/scoping/document/47/808923"">808923</a>"	http://dx.doi.org/10.1109/TIA.2012.2221671	0
Using pattern recognition to identify habitual behavior in residential electricity consumption	2012	"Abreu, JM; <br>Pereira, FC; <br>Ferrao, P"	"<a href=""/scoping/document/47/808932"">808932</a>"	http://dx.doi.org/10.1016/j.enbuild.2012.02.044	0
Energy efficiency of mobile handsets: Measuring user attitudes and behavior	2012	"Heikkinen, MVJ; <br>Nurminen, JK; <br>Smura, T; <br>Hammainen, H"	"<a href=""/scoping/document/47/808942"">808942</a>"	http://dx.doi.org/10.1016/j.tele.2012.01.005	0
Persuasive feedback model for inducing energy conservation behaviors of building users based on interaction with a virtual object	2012	"Chen, HM; <br>Lin, CW; <br>Hsieh, SH; <br>Chao, HF; <br>Chen, CS; <br>Shiu, RS; <br>Ye, SR; <br>Deng, YC"	"<a href=""/scoping/document/47/808944"">808944</a>"	http://dx.doi.org/10.1016/j.enbuild.2011.10.029	0
Topology and energy transport in networks of interacting photosynthetic complexes	2012	"Allegra, M; <br>Giorda, P"	"<a href=""/scoping/document/47/808957"">808957</a>"	http://dx.doi.org/10.1103/PhysRevE.85.051917	0
A trick to improve the efficiency of generating unweighted B-c events from BCVEGPY	2012	"Wang, XY; <br>Wu, XG"	"<a href=""/scoping/document/47/808968"">808968</a>"	http://dx.doi.org/10.1016/j.cpc.2011.08.024	0
Physiological Response and Reliability by Exergaming Motivational Strength Exercises	2012	"Nitzsche, N; <br>Pawski, B; <br>Schulz, H"	"<a href=""/scoping/document/47/808976"">808976</a>"	http://dx.doi.org/10.5960/dzsm.2012.037	0
Coupon incentive-based demand response (CIDR) in smart grid	2012	"Xia, Q.; <br>Zhong, H.; <br>Xie, L.; <br>Xia, Q."	"<a href=""/scoping/document/47/810103"">810103</a>"	http://dx.doi.org/10.1109/PESGM.2012.6344653	0
Dynamic pricing by scalable energy management systems Field experiences and simulation results using PowerMatcher	2012	"Warmer, C.; <br>Kok, K.; <br>Roossien, B.; <br>MacDougall, P.; <br>Van Pruissen, O.; <br>Venekamp, G.; <br>Kamphuis, R.; <br>Laarakkers, J.; <br>Warmer, C."	"<a href=""/scoping/document/47/810111"">810111</a>"	http://dx.doi.org/10.1109/PESGM.2012.6345058	1
Is advanced real-time energy metering sufficient to persuade people to save energy?	2012	"Ponce De Leão, T.; <br>Ting, L.; <br>Leite, H.; <br>Ponce De Leão, T."	"<a href=""/scoping/document/47/810116"">810116</a>"	http://dx.doi.org/10.1051/epjconf/20123301005	0
Automated residential demand response based on dynamic pricing	2012	"Belmans, R.; <br>Dupont, B.; <br>Tant, J.; <br>Belmans, R."	"<a href=""/scoping/document/47/810135"">810135</a>"	http://dx.doi.org/10.1109/ISGTEurope.2012.6465806	0
Not too smart an innovation: Britain's plans to switch consumers to smart electricity and gas meters	2012	"Thomas, S.; <br>Thomas, S."	"<a href=""/scoping/document/47/810148"">810148</a>"	http://dx.doi.org/10.1260/0958-305X.23.6-7.1057	0
Optimal demand response scheduling with Stackelberg game approach under load uncertainty for smart grid	2012	"Guan, X.; <br>Chen, J.; <br>Yang, B.; <br>Guan, X."	"<a href=""/scoping/document/47/810153"">810153</a>"	http://dx.doi.org/10.1109/SmartGridComm.2012.6486042	0
Real-time price based home appliances intelligent control	2012	"Sun, B.; <br>Pang, Q.; <br>Su, P.; <br>Sun, B."	"<a href=""/scoping/document/47/810156"">810156</a>"	http://dx.doi.org/10.1109/ICDMA.2012.150	0
Real-time pricing demand response in operations	2012	"Graves, A.; <br>Widergren, S.; <br>Marinovici, C.; <br>Berliner, T.; <br>Graves, A."	"<a href=""/scoping/document/47/810167"">810167</a>"	http://dx.doi.org/10.1109/PESGM.2012.6345195	1
Evaluating user's energy consumption using kinect based skeleton tracking	2012	"Bu, S.; <br>Liu, Z.; <br>Tang, S.; <br>Qin, H.; <br>Bu, S."	"<a href=""/scoping/document/47/810168"">810168</a>"	http://dx.doi.org/10.1145/2393347.2396491	0
Impact of Incentives and System Efficiency on the Life Cycle Cost of Photovoltaic Systems	2012	"Zhu, Y.; <br>Jiang, A.; <br>Zhu, Y."	"<a href=""/scoping/document/47/810170"">810170</a>"	http://dx.doi.org/10.1080/15578771.2011.615892	0
Design of intelligent power meter for demand response of smart grid	2012	"Lin, C.-H.; <br>Chen, C.-S.; <br>Ku, T.-T.; <br>Lin, C.-H."	"<a href=""/scoping/document/47/810175"">810175</a>"	http://dx.doi.org/10.4028/www.scientific.net/AMR.516-517.1692	0
A cost effective battery sizing strategy based on a detailed battery lifetime model and an economic energy management strategy	2012	"Zheng, J.; <br>Aichhorn, A.; <br>Greenleaf, M.; <br>Li, H.; <br>Zheng, J."	"<a href=""/scoping/document/47/810179"">810179</a>"	http://dx.doi.org/10.1109/PESGM.2012.6345103	0
Evaluating demand response programs based on demand management contracts	2012	"Gutierrez-Alcaraz, G.; <br>Cabrera, N.G.; <br>Gutierrez-Alcaraz, G."	"<a href=""/scoping/document/47/810183"">810183</a>"	http://dx.doi.org/10.1109/PESGM.2012.6345567	0
Influencing domestic customers' market behavior with time flexible tariffs	2012	"Westermann, D.; <br>Ifland, M.; <br>Exner, N.; <br>Doring, N.; <br>Westermann, D."	"<a href=""/scoping/document/47/810186"">810186</a>"	http://dx.doi.org/10.1109/PESGM.2012.6345021	0
Study on the tier tap determining of basic residential electricity consumption based on demand response	2012	"Gu, J.; <br>Li, Y.; <br>Luo, Q.; <br>Song, Y.-Q.; <br>Cai, L.; <br>Gu, J."	"<a href=""/scoping/document/47/810193"">810193</a>"	http://dx.doi.org/10.1109/APPEEC.2012.6307455	0
E-audit: Energy use in Italian fishing vessels	2012	"Sala, A.; <br>Buglioni, G.; <br>Notti, E.; <br>Sala, A."	"<a href=""/scoping/document/47/810207"">810207</a>"		0
Enhancing agent intelligence through evolving reservoir networks for predictions in Power Stock Markets	2012	"Mitkas, P.A.; <br>Chatzidimitriou, K.C.; <br>Chrysopoulos, A.C.; <br>Symeonidis, A.L.; <br>Mitkas, P.A."	"<a href=""/scoping/document/47/810209"">810209</a>"	http://dx.doi.org/10.1007/978-3-642-27609-5_15	0
Type an IP based, highly reliable telecommunications framework for advanced smart grid applications	2012	"Enciso, J.O.; <br>Figuerola, F.A.-C.; <br>Graell, L.C.; <br>Enciso, J.O."	"<a href=""/scoping/document/47/810213"">810213</a>"		0
Demand Side Management potential of refrigerators with different energy classes	2012	"Bagriyanik, M.; <br>Zehir, M.A.; <br>Bagriyanik, M."	"<a href=""/scoping/document/47/810222"">810222</a>"	http://dx.doi.org/10.1109/UPEC.2012.6398661	0
Electric load forecasting in the presence of Active Demand	2012	"Vicino, A.; <br>Paoletti, S.; <br>Garulli, A.; <br>Vicino, A."	"<a href=""/scoping/document/47/810231"">810231</a>"	http://dx.doi.org/10.1109/CDC.2012.6426395	0
Integrating electric vehicles into the German electricity grid - An interdisciplinary analysis	2012	"Fichtner, W.; <br>Jochem, P.; <br>Kaschub, T.; <br>Paetz, A.-G.; <br>Fichtner, W."	"<a href=""/scoping/document/47/810236"">810236</a>"		0
Reducing electricity costs in a dynamic pricing environment	2012	"Cahill, V.; <br>Galvan, E.; <br>Harris, C.; <br>Dusparic, I.; <br>Clarke, S.; <br>Cahill, V."	"<a href=""/scoping/document/47/810243"">810243</a>"	http://dx.doi.org/10.1109/SmartGridComm.2012.6485978	0
Residential energy demand management in smart grids	2012	"Kaleshi, D.; <br>Oviedo, R.J.M.; <br>Fan, Z.; <br>Gormus, S.; <br>Kulkarni, P.; <br>Kaleshi, D."	"<a href=""/scoping/document/47/810246"">810246</a>"	http://dx.doi.org/10.1109/TDC.2012.6281573	0
Application of smart grid techniques for effective control in a mini-grid system	2012	"Zobayer, U.; <br>Bhuyian, Md.R.R.; <br>Mostafa, R.; <br>Khan, Md.F.; <br>Zobayer, U."	"<a href=""/scoping/document/47/810265"">810265</a>"		0
Modified Intelligent Energy Management system in a smart house	2012	"Jamshidi, M.; <br>Shahgoshtasbi, D.; <br>Jamshidi, M."	"<a href=""/scoping/document/47/810267"">810267</a>"		0
Energy-saving coordinated optimal dispatch of distributed combined cool, heat and power supply	2012	"Lin, L.; <br>Zhou, R.; <br>Ran, X.; <br>Mao, F.; <br>Fu, J.; <br>Li, X.; <br>Lin, L."	"<a href=""/scoping/document/47/810271"">810271</a>"		0
Ecogrid EU - A large scale smart grids demonstration of real time market-based integration of numerous small der and DR	2012	"Grande, O.S.; <br>Ding, Y.; <br>Nyeng, P.; <br>Ostergaard, J.; <br>Trong, M.D.; <br>Pineda, S.; <br>Kok, K.; <br>Huitema, G.B.; <br>Grande, O.S."	"<a href=""/scoping/document/47/810276"">810276</a>"	http://dx.doi.org/10.1109/ISGTEurope.2012.6465895	0
Impact of plug-in hybrid electric vehicle charging on a distribution network in a Smart Grid environment	2012	"Khaligh, A.; <br>Raghavan, S.S.; <br>Khaligh, A."	"<a href=""/scoping/document/47/810278"">810278</a>"	http://dx.doi.org/10.1109/ISGT.2012.6175632	0
Household preferences for time-of-use rates in the portuguese electricity market	2012	"Fuinhas, J.A.; <br>Fontes, J.W.; <br>Marques, A.C.; <br>Fuinhas, J.A."	"<a href=""/scoping/document/47/810294"">810294</a>"		0
The impact of price discounts and calorie messaging on beverage consumption: A multi-site field study	2012	"Loewenstein, G.; <br>Jue, J.J.S.; <br>Press, M.J.; <br>McDonald, D.; <br>Volpp, K.G.; <br>Asch, D.A.; <br>Mitra, N.; <br>Stanowski, A.C.; <br>Loewenstein, G."	"<a href=""/scoping/document/47/810306"">810306</a>"	http://dx.doi.org/10.1016/j.ypmed.2012.10.009	0
LMP-based real time pricing for optimal capacity planning with maximal wind power integration	2012	"Kar, S.; <br>Wu, C.; <br>Kar, S."	"<a href=""/scoping/document/47/810324"">810324</a>"	http://dx.doi.org/10.1109/SmartGridComm.2012.6485961	0
A survey on consumer electronic products in residential home for demand response	2012	"Habetler, T.G.; <br>He, D.; <br>Xia, R.; <br>Lin, W.; <br>Habetler, T.G."	"<a href=""/scoping/document/47/810326"">810326</a>"	http://dx.doi.org/10.1109/IECON.2012.6388999	0
WWW'12 - Proceedings of the 21st Annual Conference on World Wide Web	2012	None	"<a href=""/scoping/document/47/810355"">810355</a>"		0
A residential interactive end-use electric system with electrical engineering materials based on RTP and load forecasting	2012	"Liang, Y.; <br>Zheng, Y.; <br>Niu, L.; <br>Liang, Y."	"<a href=""/scoping/document/47/810365"">810365</a>"	http://dx.doi.org/10.4028/www.scientific.net/AMR.485.588	0
Communication infrastructure and data management for operating smart distribution systems	2012	"Naumann, A.; <br>Brunner, C.; <br>Buchholz, B.M.; <br>Gelfand, A.; <br>Kamphuis, I.; <br>Naumann, A."	"<a href=""/scoping/document/47/810376"">810376</a>"		0
The SDG&E PEV rate & technology study - One year progress report	2012	"Haddow, G.; <br>Martin, J.C.; <br>Haddow, G."	"<a href=""/scoping/document/47/810490"">810490</a>"		1
Consumer profiling for demand response programs in smart grids	2012	"Zhang, X.; <br>Ghosh, S.; <br>Sun, X.A.; <br>Zhang, X."	"<a href=""/scoping/document/47/810520"">810520</a>"	http://dx.doi.org/10.1109/ISGT-Asia.2012.6303309	0
Residential HVAC load control strategy in real-time electricity pricing environment	2012	"Asfour, S.S.; <br>Avci, M.; <br>Erkoc, M.; <br>Asfour, S.S."	"<a href=""/scoping/document/47/810521"">810521</a>"	http://dx.doi.org/10.1109/EnergyTech.2012.6304636	0
A joint optimization model of residential time-of-use block electricity rate	2012	"Huang, H.; <br>Huang, H."	"<a href=""/scoping/document/47/810561"">810561</a>"		0
Proceedings of the IASTED International Conference on Modelling and Simulation, MS 2012	2012	None	"<a href=""/scoping/document/47/810596"">810596</a>"		0
Study on tiered level determination of TOU & tiered pricing for residential electricity based on demand response	2012	"Gu, J.; <br>Li, Y.; <br>Luo, Q.; <br>Song, Y.-Q.; <br>Xu, J.; <br>Cai, L.; <br>Gu, J."	"<a href=""/scoping/document/47/810602"">810602</a>"		0
A low-cost, scalable, real-time scheduling method for charging plug-in electric vehicles	2012	"Nielsen, M.; <br>Jiang, Z.; <br>Nielsen, M."	"<a href=""/scoping/document/47/810603"">810603</a>"	http://dx.doi.org/10.4271/2012-01-0201	0
Residential Demand Response model and impact on voltage profile and losses of an electric distribution network	2012	"Venkatesan, N; <br>Solanki, J; <br>Solanki, SK"	"<a href=""/scoping/document/47/810633"">810633</a>"	http://dx.doi.org/10.1016/j.apenergy.2011.12.076	0
Autonomous appliance scheduling based on time of use probabilities and load clustering	2012	"Wang, L.; <br>Adika, C.O.; <br>Wang, L."	"<a href=""/scoping/document/47/810714"">810714</a>"	http://dx.doi.org/10.1109/ASSCC.2012.6523236	0
Charging of electric vehicles utilizing random wind: A stochastic optimization approach	2012	"Le, L.B.; <br>Goonewardena, M.; <br>Le, L.B."	"<a href=""/scoping/document/47/810715"">810715</a>"	http://dx.doi.org/10.1109/GLOCOMW.2012.6477811	0
Residential task scheduling under dynamic pricing using the multiple knapsack method	2012	"Sapatnekar, S.S.; <br>Kumaraguruparan, N.; <br>Sivaramakrishnan, H.; <br>Sapatnekar, S.S."	"<a href=""/scoping/document/47/810751"">810751</a>"	http://dx.doi.org/10.1109/ISGT.2012.6175656	0
A user centric approach to the development and testing of a home energy management system	2012	"Derboven, J.; <br>Stragier, J.; <br>Derboven, J."	"<a href=""/scoping/document/47/810755"">810755</a>"		0
Wireless Sensor Networks for Cost-Efficient Residential Energy Management in the Smart Grid	2011	"Erol-Kantarci, M; <br>Mouftah, HT"	"<a href=""/scoping/document/47/87423"">87423</a>"	http://dx.doi.org/10.1109/TSG.2011.2114678	0
Real time optimization of industrial gas plants and networks	2011	"Li, T.; <br>Li, T."	"<a href=""/scoping/document/47/103001"">103001</a>"		0
Consumption-as-usual instead of ceteris paribus assumption for demand	2011	"Girod, B; <br>de Haan, P; <br>Scholz, RW"	"<a href=""/scoping/document/47/122071"">122071</a>"	http://dx.doi.org/10.1007/s11367-010-0240-z	0
Decreasing energy use in buildings by 50% by 2050-A backcasting study using stakeholder groups	2011	"Svenfelt, A; <br>Engstrom, R; <br>Svane, O"	"<a href=""/scoping/document/47/238213"">238213</a>"	http://dx.doi.org/10.1016/j.techfore.2010.09.005	0
NordPoolSpot price pattern analysis for households energy management	2011	"Lebedev, D.; <br>Auväärt, A.; <br>Rosin, A.; <br>Belonogova, N.; <br>Lebedev, D."	"<a href=""/scoping/document/47/244374"">244374</a>"	http://dx.doi.org/10.1109/CPE.2011.5942215	0
Introducing a demand-based electricity distribution tariff in the residential sector: Demand response and customer perception	2011	"Bartusch, C; <br>Wallin, F; <br>Odlare, M; <br>Vassileva, I; <br>Wester, L"	"<a href=""/scoping/document/47/245746"">245746</a>"	http://dx.doi.org/10.1016/j.enpol.2011.06.013	1
Conditions of energy efficient behaviour-a comparative study between Sweden and the UK	2011	"Pyrko, J; <br>Darby, S"	"<a href=""/scoping/document/47/250506"">250506</a>"	http://dx.doi.org/10.1007/s12053-010-9099-x	0
Measurements and simulations of electrical demand from residential buildings for peak load reduction	2011	"Boehm, R.F.; <br>Sadineni, S.B.; <br>Atallah, F.; <br>Boehm, R.F."	"<a href=""/scoping/document/47/252686"">252686</a>"	http://dx.doi.org/10.1115/ES2011-54291	1
The effects of electricity pricing on PHEV competitiveness	2011	"Huang, SS; <br>Hodge, BMS; <br>Taheripour, F; <br>Pekny, JF; <br>Reklaitis, GV; <br>Tyner, WE"	"<a href=""/scoping/document/47/266333"">266333</a>"	http://dx.doi.org/10.1016/j.enpol.2010.12.029	0
Visualizing energy consumption activities as a tool for making everyday life more sustainable	2011	"Ellegard, K; <br>Palm, J"	"<a href=""/scoping/document/47/308650"">308650</a>"	http://dx.doi.org/10.1016/j.apenergy.2010.11.019	0
Visualizing energy consumption activities as a tool for developing effective policy	2011	"Palm, J; <br>Ellegrd, K"	"<a href=""/scoping/document/47/423688"">423688</a>"	http://dx.doi.org/10.1111/j.1470-6431.2010.00974.x	0
Motivating energy conservation in the workplace: An evaluation of the use of group-level feedback and peer education	2011	"Carrico, AR; <br>Riemer, M"	"<a href=""/scoping/document/47/432912"">432912</a>"	http://dx.doi.org/10.1016/j.jenvp.2010.11.004	0
The importance of marginal cost electricity pricing to the success of greenhouse gas reduction programs	2011	"Friedman, LS; <br>Friedman, LS"	"<a href=""/scoping/document/47/490379"">490379</a>"	http://dx.doi.org/10.1016/j.enpol.2011.08.063	0
Demand Response With Micro-CHP Systems	2011	"Houwing, M; <br>Negenborn, RR; <br>De Schutter, B"	"<a href=""/scoping/document/47/506347"">506347</a>"	http://dx.doi.org/10.1109/JPROC.2010.2053831	0
Investigation on the effectiveness of various methods of information dissemination aiming at a change of occupant behaviour related to thermal comfort and exergy consumption	2011	"Schweiker, M; <br>Shukuya, M"	"<a href=""/scoping/document/47/633556"">633556</a>"	http://dx.doi.org/10.1016/j.enpol.2010.10.017	0
Household appropriation of electricity monitors	2011	"Wallenborn, G; <br>Orsini, M; <br>Vanhaverbeke, J"	"<a href=""/scoping/document/47/635707"">635707</a>"	http://dx.doi.org/10.1111/j.1470-6431.2010.00985.x	2
The smart grid separating perception from reality	2011	"Makovich, L.J.; <br>Makovich, L.J."	"<a href=""/scoping/document/47/665801"">665801</a>"		0
Knowing When to Act: An Optimal Stopping Method for Smart Grid Demand Response	2011	"Iwayemi, A; <br>Yi, PZ; <br>Dong, XH; <br>Zhou, C"	"<a href=""/scoping/document/47/677194"">677194</a>"	http://dx.doi.org/10.1109/MNET.2011.6033035	0
The role of information and communication technologies (ICTs) in household energy consumption-prospects for the UK	2011	"Martiskainen, M; <br>Coburn, J"	"<a href=""/scoping/document/47/720148"">720148</a>"	http://dx.doi.org/10.1007/s12053-010-9094-2	0
Feedback on household electricity consumption: learning and social influence processes	2011	"Gronhoj, A; <br>Thogersen, J"	"<a href=""/scoping/document/47/724890"">724890</a>"	http://dx.doi.org/10.1111/j.1470-6431.2010.00967.x	1
Short- and long-run time-of-use price elasticities in Swiss residential electricity demand	2011	Filippini, M	"<a href=""/scoping/document/47/761590"">761590</a>"	http://dx.doi.org/10.1016/j.enpol.2011.06.002	0
Dynamic pricing of electricity in the mid-Atlantic region: econometric results from the Baltimore gas and electric company experiment	2011	"Faruqui, A; <br>Sergici, S"	"<a href=""/scoping/document/47/808752"">808752</a>"	http://dx.doi.org/10.1007/s11149-011-9152-5	1
Hybrid multiple-input multiple-output scheme combining precoded and non-precoded transmission	2011	"Halmi, MH; <br>Alias, MY; <br>Chuah, TC"	"<a href=""/scoping/document/47/808754"">808754</a>"	http://dx.doi.org/10.1049/iet-map.2010.0490	0
Energy efficiency actions related to the rollout of smart meters for small consumers, application to the Austrian system	2011	"Olmos, L; <br>Ruester, S; <br>Liong, SJ; <br>Glachant, JM"	"<a href=""/scoping/document/47/808764"">808764</a>"	http://dx.doi.org/10.1016/j.energy.2011.04.003	0
Consumer Response to Product-Integrated Energy Feedback: Behavior, Goal Level Shifts, and Energy Conservation	2011	"McCalley, LT; <br>de Vries, PW; <br>Midden, CJH"	"<a href=""/scoping/document/47/808779"">808779</a>"	http://dx.doi.org/10.1177/0013916510371053	1
Households' self-selection of dynamic electricity tariffs	2011	Ericson, T	"<a href=""/scoping/document/47/808786"">808786</a>"	http://dx.doi.org/10.1016/j.apenergy.2011.01.024	0
Modeling surface-roughness/solar-ablation feedback: application to small-scale surface channels and crevasses of the Greenland ice sheet	2011	"Cathles, LM; <br>Abbot, DS; <br>Bassis, JN; <br>MacAyeal, DR"	"<a href=""/scoping/document/47/808790"">808790</a>"	http://dx.doi.org/10.3189/172756411799096268	0
Optimization of the power flow extracted from a flexible structure using a control approach	2011	"Mammosser, D; <br>Foltete, E; <br>Collet, M"	"<a href=""/scoping/document/47/808803"">808803</a>"	http://dx.doi.org/10.1002/stc.374	0
Look Back before Leaping Forward: Four Decades of Domestic Energy Inquiry	2011	"Hazas, M; <br>Friday, A; <br>Scott, J"	"<a href=""/scoping/document/47/808811"">808811</a>"	http://dx.doi.org/10.1109/MPRV.2010.89	0
A comparison of 200 kN magneto-rheological damper models for use in real-time hybrid simulation pretesting	2011	"Jiang, Z; <br>Christenson, R"	"<a href=""/scoping/document/47/808826"">808826</a>"	http://dx.doi.org/10.1088/0964-1726/20/6/065011	0
Hybrid agent-based simulation for policy evaluation of solar power generation systems	2011	"Zhao, JY; <br>Mazhari, E; <br>Celik, N; <br>Son, YJ"	"<a href=""/scoping/document/47/808849"">808849</a>"	http://dx.doi.org/10.1016/j.simpat.2011.07.005	0
Rethinking real-time electricity pricing	2011	Allcott, H	"<a href=""/scoping/document/47/808863"">808863</a>"	http://dx.doi.org/10.1016/j.reseneeco.2011.06.003	1
RAFT: A router architecture with frequency tuning for on-chip networks	2011	"Mishra, AK; <br>Yanamandra, A; <br>Das, R; <br>Eachempati, S; <br>Iyer, R; <br>Vijaykrishnan, N; <br>Das, CR"	"<a href=""/scoping/document/47/808868"">808868</a>"	http://dx.doi.org/10.1016/j.jpdc.2010.09.005	0
Morphological architecture of dual-layer hollow fiber for membrane distillation with higher desalination performance	2011	"Wang, P; <br>Teoh, MM; <br>Chung, TS"	"<a href=""/scoping/document/47/808873"">808873</a>"	http://dx.doi.org/10.1016/j.watres.2011.08.012	0
The cost impacts of a mandatory move to time-of-use pricing on residential customers: an Ontario (Canada) case-study	2011	"Rowlands, IH; <br>Furst, IM"	"<a href=""/scoping/document/47/808882"">808882</a>"	http://dx.doi.org/10.1007/s12053-011-9113-y	1
Absolute-energy-based active control strategies for linear seismic isolation systems	2011	"Lu, LY; <br>Lin, GL; <br>Lin, CC"	"<a href=""/scoping/document/47/808888"">808888</a>"	http://dx.doi.org/10.1002/stc.373	0
Toward Automation of Friction Stir Welding Through Temperature Measurement and Closed-Loop Control	2011	"Fehrenbacher, A; <br>Duffie, NA; <br>Ferrier, NJ; <br>Pfefferkorn, FE; <br>Zinn, MR"	"<a href=""/scoping/document/47/808890"">808890</a>"	http://dx.doi.org/10.1115/1.4005034	0
Rapid Determination of Reaction Kinetics with an Automated Microfluidic System	2011	"McMullen, JP; <br>Jensen, KF"	"<a href=""/scoping/document/47/808946"">808946</a>"	http://dx.doi.org/10.1021/op100300p	0
Consumer preferences for feedback on household electricity consumption	2011	Karjalainen, S	"<a href=""/scoping/document/47/808951"">808951</a>"	http://dx.doi.org/10.1016/j.enbuild.2010.10.010	0
Numerical Methods for a Nonlinear Impact Model: A Comparative Study With Closed-Form Corrections	2011	"Papetti, S; <br>Avanzini, F; <br>Rocchesso, D"	"<a href=""/scoping/document/47/808956"">808956</a>"	http://dx.doi.org/10.1109/TASL.2011.2118204	0
Optimization and Implementation of a Solid State High Voltage Pulse Generator that Produces Fast Rising Nanosecond Pulses	2011	"Sanders, JM; <br>Kuthi, A; <br>Gundersen, MA"	"<a href=""/scoping/document/47/808969"">808969</a>"	http://dx.doi.org/10.1109/TDEI.2011.5976120	0
Large Port Count High-Speed Optical Switch Fabric for Use Within Datacenters [Invited]	2011	"Wonfor, A; <br>Wang, H; <br>Penty, RV; <br>White, IH"	"<a href=""/scoping/document/47/808974"">808974</a>"	http://dx.doi.org/10.1364/JOCN.3.000A32	0
Seasonal influences on electricity demand in the mid-Atlantic region	2011	"Kros, J.F.; <br>Kros, J.F."	"<a href=""/scoping/document/47/810218"">810218</a>"	http://dx.doi.org/10.1108/S1477-4070(2011)0000008005	0
